Country,ObservatoryID,UnitID,DateDeployed,DateCollected,EventID,MaterialSampleID,FieldReplicate,Fraction,Preservative,SequencingRunRepeat,SequencingRunComment,Filter,CrateCover,Number of images,Sequences available,SampleRep
BEL,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_4,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM1_20210422_20210722_r1_s1,ARMS_RavMarina_RavM1_20210422_20210722_MF100,ARMS_RavMarina_RavM_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,100,not provided,22,COI; 18S,s1
Belgium,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_4,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
GRC,Crete,1HERP,2019-06-12,2020-06-18,ARMS_Crete_1HERP_20190612_20200618_r1_s1,ARMS_Crete_1HERP_20190612_20200618_SF,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),yes,175,COI; ITS; 18S,s1
FRA,Roscoff,BasBloS2,2019-06-12,2020-05-28,ARMS_Roscoff_BasBloS2_20190612_20200528_r1_s1,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,ARMS_Roscoff_BasBloS_20190612_20200527,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_2,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
BEL,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_3,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_4,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
SWE,Koster,VH2,2018-04-18,2018-09-06,ARMS_Koster_VH2_20180418_20180906_r1_s1,ARMS_Koster_VH2_20180418_20180906_SF40_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,yes,76,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
NOR,Svalbard,S1,2019-08-06,2020-08-04,ARMS_Svalbard_S1_20190806_20200804_r1_s1,ARMS_Svalbard_S1_20190806_20200804_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,321,COI; ITS; 18S,s1
FRA,Roscoff,MarBloR1,2019-06-12,2019-09-16,ARMS_Roscoff_MarBloR1_20190612_20190916_r1_s1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100,ARMS_Roscoff_MarBloR_20190612_20190916,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,COI; ITS; 18S,s1
FRA,Roscoff,MarBloR1,2018-07-09,2018-10-24,ARMS_Roscoff_MarBloR1_20180709_20181024_r1_s1,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO,ARMS_Roscoff_MarBloR_20180709_20181024,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; 18S,s1
SWE,SWC,Bjorko1,2020-01-31,2020-05-18,ARMS_SWC_Bjorko1_20200131_20200518_r1_s1,ARMS_SWC_Bjorko1_20200131_20200518_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,36,COI; ITS; 18S,s1
DNK,Limfjord,Red2,2019-10-29,2020-11-10,ARMS_Limfjord_Red2_20191029_20201110_r1_s1,ARMS_Limfjord_Red2_20191029_20201110_SF40,ARMS_Limfjord_Limfjord_20191029_20201110,Sessile,DMSO,first sequencing run,Not provided,40,not provided,21,COI; 18S,s1
SWE,SWC,Helsingborg1,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg1_20200305_20200604_r1_s1,ARMS_SWC_Helsingborg1_20200305_20200604_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,23,COI; ITS; 18S,s1
ESP,Vigo,TorallaC,2019-06-25,2019-10-14,ARMS_Vigo_TorallaC_20190625_20191014_r1_s1,ARMS_Vigo_TorallaC_20190625_20191014_MF500,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,500,not provided,18,COI; ITS; 18S,s1
ESP,Vigo,TorallaA,2021-07-01,2021-10-09,ARMS_Vigo_TorallaA_20210701_20211009_r2_s1,ARMS_Vigo_TorallaA_20210701_20211009_MF500,ARMS_Vigo_Toralla_20210701_20211009,Motile,DMSO,second sequencing run (repeat),Not provided,500,Not provided,0,,s1
FIN,TZS,Spikarna,2020-06-08,2020-11-18,ARMS_TZS_Spikarna_20200608_20201118_r1_s1,ARMS_TZS_Spikarna_20200608_20201118_MF100_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,100,not provided,114,COI; 18S,s1
NOR,Svalbard,S2,2018-07-08,2019-08-05,ARMS_Svalbard_S2_20180708_20190805_r1_s1,ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH,no replicate,Sessile,EtOH,first sequencing run,Not provided,40,not provided,194,COI; 18S,s1
SWE,SWC,Varberg3,2020-02-13,2020-06-03,ARMS_SWC_Varberg3_20200213_20200603_r1_s1,ARMS_SWC_Varberg3_20200213_20200603_MF500,ARMS_SWC_Varberg_20200213_20200603,Motile,DMSO,first sequencing run,Not provided,500,not provided,26,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPOWERB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_r1_s1,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
GBR,Plymouth,MBA1C,2019-07-16,2019-09-20,ARMS_Plymouth_MBA1C_20190716_20190920_r1_s1,ARMS_Plymouth_MBA1C_20190716_20190920_MF500,ARMS_Plymouth_MBA1_20190716_20190916,Motile,DMSO,first sequencing run,Not provided,500,not provided,24,COI; ITS; 18S,s1
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM3_20210422_20210722_r1_s1,ARMS_RavMarina_RavM3_20210422_20210722_SF40,ARMS_RavMarina_RavM_20210422_20210722,Sessile,DMSO,first sequencing run,Not provided,40,not provided,21,COI; 18S,s1
SWE,Koster,VH2,2018-04-18,2018-09-06,ARMS_Koster_VH2_20180418_20180906_r2_s1,ARMS_Koster_VH2_20180418_20180906_PS90_ETOH,no replicate,Plankton,EtOH,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,90,not provided,76,COI; 18S,s1
DNK,Limfjord,Yellow8,2020-11-10,2021-11-15,ARMS_Limfjord_Yellow8_20201110_20211115_r1_s1,ARMS_Limfjord_Yellow8_20201110_20211115_MF500,ARMS_Limfjord_Limfjord_20201110_20211115,Motile,DMSO,first sequencing run,Not provided,500,no,0,COI; 18S,s1
ESP,Vigo,TorallaC,2021-07-01,2021-10-09,ARMS_Vigo_TorallaC_20210701_20211009_r1_s1,ARMS_Vigo_TorallaC_20210701_20211009_MF100,EMOBON_Vigo_Toralla_20210701_20211009,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
FIN,TZS,Kummelkobben,2021-06-08,2021-11-22,ARMS_TZS_Kummelkobben_20210608_20211122_r1_s1,ARMS_TZS_Kummelkobben_20210608_20211122_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,18,,s1
BEL,BelgiumCoast,CPowerC,2022-05-22,2023-09-05,ARMS_BelgiumCoast_CPowerC_20220522_20230905,ARMS_BelgiumCoast_CPowerC_20220622_20230905_SF40_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
ESP,Vigo,TorallaC,2021-07-01,2021-10-09,ARMS_Vigo_TorallaC_20210701_20211009_r1_s1,ARMS_Vigo_TorallaC_20210701_20211009_SF,EMOBON_Vigo_Toralla_20210701_20211009,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
BEL,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_MF500_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_MF100_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
ESP,Getxo,G2,2021-07-29,2021-11-24,ARMS_Getxo_G2_20210729_20211124_r1_blank,ARMS_Getxo_G2_20210729_20211124_blank,no replicate,blank,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,blank
SVN,GulfOfPiran,BojaVida,2020-06-11,2021-07-28,ARMS_GulfOfPiran_BojaVida_20200611_20210728_r1_s1,ARMS_GulfOfPiran_BojaVida_20200611_20210728_SF40_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,0,COI; 18S,s1
SWE,Koster,VH2,2018-04-18,2018-09-06,ARMS_Koster_VH2_20180418_20180906_r1_s1,ARMS_Koster_VH2_20180418_20180906_SED100_DMSO,no replicate,Sediment,DMSO,first sequencing run,Not provided,100,not provided,76,COI; ITS; 18S,s1
SWE,Koster,VH1,2019-05-27,2020-07-16,ARMS_Koster_VH1_20190527_20200716_r1_s1,ARMS_Koster_VH1_20190527_20200716_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,36,COI; ITS; 18S,s1
FRA,Roscoff,MarBloR1,2018-07-09,2018-10-24,ARMS_Roscoff_MarBloR1_20180709_20181024_r1_s1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO,ARMS_Roscoff_MarBloR_20180709_20181024,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,COI; 18S,s1
SWE,Koster,VH1,2018-04-18,2019-05-27,ARMS_Koster_VH1_20180418_20190527_r1_s1,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,100,yes,117,COI; ITS; 18S,s1
SVN,GulfOfPiran,LukaKP,2021-10-27,2022-02-28,ARMS_GulfOfPiran_LukaKP_20211027_20220228_r1_s1,ARMS_GulfOfPiran_LukaKP_20211027_20220228_MF38,no replicate,Motile,DMSO,first sequencing run,Not provided,38,Not provided,0,,s1
ESP,Vigo,TorallaA,2020-07-06,2020-10-06,ARMS_Vigo_TorallaA_20200706_20201006_r1_s1,ARMS_Vigo_TorallaA_20200706_20201006_MF500,ARMS_Vigo_Toralla_20200706_20201006,Motile,DMSO,first sequencing run,Not provided,500,not provided,26,COI; 18S,s1
FIN,TZS,Angbat,2021-06-08,2021-11-24,ARMS_TZS_Angbat_20210608_20211124_r1_s2,ARMS_TZS_Angbat_20210608_20211124_SF40_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,19,,s2
GBR,Plymouth,MBA1C,2020-07-17,2020-09-23,ARMS_Plymouth_MBA1C_20200717_20200923_r1_s1,ARMS_Plymouth_MBA1C_20200717_20200923_MF100,ARMS_Plymouth_MBA1_20200717_20200921,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,COI; 18S,s1
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM2_20210422_20210722_r1_s1,ARMS_RavMarina_RavM2_20210422_20210722_MF500,ARMS_RavMarina_RavM_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,500,not provided,21,COI; 18S,s1
BEL,BelgiumCoast,AJJCD78,2020-05-06,2020-10-12,ARMS_BelgiumCoast_AJJCD78_20200506_20201012_r1_s1,ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,no,37,COI; ITS; 18S,s1
FIN,TZS,Spikarna,2018-07-11,2018-11-07,ARMS_TZS_Spikarna_20180711_20181107_r1_s1,ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH,no replicate,Sessile,EtOH,first sequencing run,Not provided,48,not provided,111,COI; 18S,s1
FRA,Roscoff,BasBloS1,2021-05-19,2022-05-09,ARMS_Roscoff_BasBloS1_20210519_20220509_r1_s1,ARMS_Roscoff_BasBloS1_20210519_20220509_MF500,EMOBON_Roscoff_BasBloS_20210519_20220509,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
Belgium,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_MF100_1,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
GRC,Crete,1HERP,2019-06-12,2020-02-10,ARMS_Crete_1HERP_20190612_20200210_r1_s1,ARMS_Crete_1HERP_20190612_20200210_MF90,no replicate,Motile,Frozen,first sequencing run,Not provided,90,yes,157,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPOWERC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERC_20210623_20220622_r1_s1,ARMS_BelgiumCoast_CPOWERC_20210623_20220622_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
FIN,TZS,Angbat,2021-06-09,2022-06-30,ARMS_TZS_Angbat_20210609_20220630_r1_s2,ARMS_TZS_Angbat_20210609_20220630_MF100_ETOH,no replicate,Motile,ETOH,first sequencing run,Not provided,100,Not provided,0,,s2
NOR,Svalbard,S1,2019-08-06,2020-08-04,ARMS_Svalbard_S1_20190806_20200804_r1_s1,ARMS_Svalbard_S1_20190806_20200804_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,321,COI; 18S,s1
BEL,BelgiumCoast,CPowerC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerC_20210623_20220622,ARMS_BelgiumCoast_CPowerC_20210623_20220622_SF40_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
ISR,Eilat,Katza1,2021-03-22,2022-03-13,ARMS_Eilat_Katza1_20210322_20220313_r1_s2,ARMS_Eilat_Katza1_20210322_20220313_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,0,,s2
ITA,RavHarbour,RAVH,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH1_20210422_20210722_r1_s1,ARMS_RavHarbour_RavH1_20210422_20210722_MF500,ARMS_RavHarbour_RavH_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,500,not provided,23,COI; 18S,s1
ESP,Getxo,G2,2019-06-24,2019-10-16,ARMS_Getxo_G2_20190624_20191016_r1_s1,ARMS_Getxo_G2_20190624_20191016_MF500,ARMS_Getxo_G_20190624_20191016,Motile,DMSO,first sequencing run,Not provided,500,no,121,COI; 18S,s1
BEL,BelgiumCoast,AJJC86,2020-05-06,2020-10-12,ARMS_BelgiumCoast_AJJC86_20200506_20201012_r1_s1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,no,35,COI; ITS; 18S,s1
SWE,Koster,VH3,2020-07-16,2021-06-08,ARMS_Koster_VH3_20200716_20210608_r1_s1,ARMS_Koster_VH3_20200716_20210608_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,24,COI; 18S,s1
ISR,Eilat,NR3,2020-12-27,2022-01-05,ARMS_Eilat_NR3_20201227_20220105_r1_s2,ARMS_Eilat_NR3_20201227_20220105_MF100,EMOBON_Eilat_NR_20201227_20211229,Motile,DMSO,first sequencing run,Not provided,100,not provided,0,,s2
POL,Gdynia,GDY,2020-06-10,2021-12-22,ARMS_Gdynia_GDY_20200610_20211222_r2_s1,ARMS_Gdynia_GDY_20200610_20211222_SF40,no replicate,Sessile,DMSO,second sequencing run (repeat),Not provided,40,Not provided,0,,s1
IRL,Galway,Gurr2,2021-07-20,2022-09-07,ARMS_Galway_Gurr2_20210720_20220907_r1_s1,ARMS_Galway_Gurr2_20210720_20220907_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,Not provided,20,,s1
SWE,SWC,Marstrand3,2020-02-28,2020-05-27,ARMS_SWC_Marstrand3_20200228_20200527_r1_s1,ARMS_SWC_Marstrand3_20200228_20200527_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,19,COI; ITS; 18S,s1
BEL,BelgiumCoast,CoastbustersB,2021-04-22,2023-02-15,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_r1_s1,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_SF40,no replicate,Sessile,Frozen,first sequencing run,Not provided,40,not provided,18,,s1
GRC,Crete,1HERP,2018-09-28,2019-01-28,ARMS_Crete_1HERP_20180928_20190128_r1_s1,ARMS_Crete_1HERP_20180928_20190128_MF500_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,500,yes,140,COI; ITS; 18S,s1
GRC,Crete,1HERP,2020-09-03,2021-06-26,ARMS_Crete_1HERP_20200903_20210626_r1_s1,ARMS_Crete_1HERP_20200903_20210626_MF500,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),no,0,,s1
SVN,GulfOfPiran,BojaVida,2021-07-28,2022-08-16,ARMS_GulfOfPiran_BojaVida_20210728_20220816_r1_s1,ARMS_GulfOfPiran_BojaVida_20210728_20220816_SF38,no replicate,Sessile,DMSO,first sequencing run,Not provided,38,Not provided,0,,s1
BEL,BelgiumCoast,CPowerC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerC_20210623_20220622,ARMS_BelgiumCoast_CPowerC_20210623_20220622_SF40_3,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
ESP,Getxo,G3,2020-06-24,2020-11-03,ARMS_Getxo_G3_20200624_20201103_r1_s1,ARMS_Getxo_G3_20200624_20201103_SF40,ARMS_Getxo_G_20200624_20201103,Sessile,DMSO,first sequencing run,Not provided,40,not provided,255,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF500_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
SWE,SWC,Marstrand2,2020-02-28,2020-05-27,ARMS_SWC_Marstrand2_20200228_20200527_r1_s1,ARMS_SWC_Marstrand2_20200228_20200527_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; ITS; 18S,s1
NOR,Svalbard,S1C,2020-08-06,2022-08-03,ARMS_Svalbard_S1C_20200806_20220803_r1_s1,ARMS_Svalbard_S1C_20200806_20220803_SF40_DMSO,ARMS_Svalbard_S1_20200805_20220729,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,195,,s1
BEL,BelgiumCoast,AZFPin,2018-07-12,2018-08-18,ARMS_BelgiumCoast_AZFPin_20180712_20180818_r1_s1,ARMS_BelgiumCoast_AZFPin_20180712_20180818_MF200_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,200,no,294,COI; 18S,s1
ESP,Getxo,G1,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124_r1_s1,ARMS_Getxo_G1_20210729_20211124_MF500,EMOBON_Getxo_G_20210729_20211124,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
BEL,BelgiumCoast,AZBE1,2019-09-24,2020-03-03,ARMS_BelgiumCoast_AZBE1_20190924_20200303_r1_s1,ARMS_BelgiumCoast_AZBE1_20190924_20200303_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,no,39,COI; ITS; 18S,s1
FRA,Roscoff,MarBloR2,2021-06-21,2021-10-12,ARMS_Roscoff_MarBloR2_20210621_20211012_r1_s1,ARMS_Roscoff_MarBloR2_20210621_20211012_SFA,EMOBON_Roscoff_MarBloR_20210621_20211011,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
SWE,SWC,Gbg3,2020-02-06,2020-05-29,ARMS_SWC_Gbg3_20200206_20200529_r1_s1,ARMS_SWC_Gbg3_20200206_20200529_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,21,COI; ITS; 18S,s1
GBR,Plymouth,MBA1A,2020-07-17,2020-09-21,ARMS_Plymouth_MBA1A_20200717_20200921_r1_s1,ARMS_Plymouth_MBA1A_20200717_20200921_MF100,ARMS_Plymouth_MBA1_20200717_20200921,Motile,DMSO,first sequencing run,Not provided,100,not provided,17,COI; 18S,s1
BEL,BelgiumCoast,CPOWERC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERC_20210623_20220622_r1_s2,ARMS_BelgiumCoast_CPOWERC_20210623_20220622_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,0,,s2
FRA,Roscoff,BasBloS1,2018-07-11,2018-10-25,ARMS_Roscoff_BasBloS1_20180711_20181025_r1_s1,ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO,ARMS_Roscoff_BasBloS_20180711_20181025,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,COI; 18S,s1
ESP,Vigo,TorallaA,2019-06-25,2019-10-14,ARMS_Vigo_TorallaA_20190625_20191014_r2_s1,ARMS_Vigo_TorallaA_20190625_20191014_MF100,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,100,not provided,21,,s1
ISR,Eilat,Katza2,2018-10-24,2020-08-03,ARMS_Eilat_Katza2_20181024_20200803_r1_s1,ARMS_Eilat_Katza2_20181024_20200803_SF45,no replicate,Sessile,DMSO,first sequencing run,Not provided,45,not provided,231,COI; 18S,s1
ITA,AdriaticEastCoast,Ven1,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_VEN1_20210623_20220713_r1_s1,ARMS_AdriaticEastCoast_VEN1_20210623_20220713_SF40,ARMS_AdriaticEastCoast_VEN_20210623_20220713,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,0,,s1
FIN,TZS,Spikarna,2021-06-07,2021-11-22,ARMS_TZS_Spikarna_20210607_20211122_r1_s2,ARMS_TZS_Spikarna_20210607_20211122_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,18,,s2
Belgium,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_MF500_3,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
Belgium,BelgiumCoast,CPowerC,2022-05-22,2023-09-05,ARMS_BelgiumCoast_CPowerC_20220522_20230905,ARMS_BelgiumCoast_CPowerC_20220622_20230905_SF40_2,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
BEL,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_MF500_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
GBR,Plymouth,MBA1B,2020-07-17,2020-09-22,ARMS_Plymouth_MBA1B_20200717_20200922_r1_s1,ARMS_Plymouth_MBA1B_20200717_20200922_MF100,ARMS_Plymouth_MBA1_20200717_20200921,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,COI; 18S,s1
FRA,Roscoff,MarBloR1,2021-06-21,2021-10-11,ARMS_Roscoff_MarBloR1_20210621_20211011_r1_s1,ARMS_Roscoff_MarBloR1_20210621_20211011_SFA,EMOBON_Roscoff_MarBloR_20210621_20211011,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
BEL,BelgiumCoast,CPOWERC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERC_20210623_20220622_r2_s3,ARMS_BelgiumCoast_CPOWERC_20210623_20220622_SF40,no replicate,Sessile,DMSO,second sequencing run (repeat),Not provided,40,Not provided,0,,s3
ISR,Eilat,Katza1,2021-03-22,2022-03-13,ARMS_Eilat_Katza1_20210322_20220313_r1_s2,ARMS_Eilat_Katza1_20210322_20220313_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s2
Belgium,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_SF40_2,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
SVN,GulfOfPiran,LukaKP,2021-06-22,2021-10-27,ARMS_GulfOfPiran_LukaKP_20210622_20211027_r1_s1,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF100_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,100,not provided,0,,s1
