ASV_number:amplicon,ARMS_Limfjord_Green33_20190618_20191029_MF500_r1,ARMS_Limfjord_Green33_20190618_20191029_SF40_r1,ARMS_Limfjord_Green33_20190618_20191029_MF100_r1,ARMS_Limfjord_Red2_20190618_20191029_MF500_r1,ARMS_Limfjord_Red2_20190618_20191029_SF40_r1,ARMS_Limfjord_Red2_20190618_20191029_MF100_r1,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_SF40_DMSO_r1,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO_r1,ARMS_Vigo_TorallaA_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaA_20190625_20191014_MF500_r1,ARMS_Vigo_TorallaB_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaB_20190625_20191014_MF500_r1,ARMS_Vigo_TorallaC_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaC_20190625_20191014_MF500_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF500_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF100_r1,ARMS_Plymouth_MBA1A_20190716_20190916_SF40_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF500_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF100_r1,ARMS_Plymouth_MBA1B_20190716_20190918_SF40_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF500_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF100_r1,ARMS_Plymouth_MBA1C_20190716_20190920_SF40_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF500_DMSO_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF500_r1,ARMS_Limfjord_Yellow8_20190618_20191029_SF40_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF100_r1,Classification,TAXON:NCBI_TAX_ID
ASV_4:be77528011edee403786ae573192ebdb4a48c7bf,0,750,4759,0,1675,4982,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,103,4102,Eukaryota;Brachiopoda;Rhynchonellata;Terebratulida;Terebratellidae;Magellania;Magellania joubini,Magellania joubini:147652
ASV_838:073340392534c0a09ff9db244c2ca1debe9ea00a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis ramaraoi,Scorpaenopsis ramaraoi:1609319
ASV_839:0733435a1a54555127cbe3dfbd1861be24dec25f,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenopsis;Scorpaenopsis ramaraoi,Scorpaenopsis ramaraoi:1609319
ASV_840:07390810b15906cca95be5894cabccff070fa4c4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Dictyoceratida;Spongiidae;Hyattella;Hyattella sinuosa,Hyattella sinuosa:1313225
ASV_841:073dca34bf742a3f5bfba0635731dbfbd4ee4ccf,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Piciformes;Megalaimidae;Megalaima;Megalaima virens,Megalaima virens:219518
ASV_842:07446b1d62ff56786fccbd916bc0cbd7f7e1694e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Acanthocephala;Palaeacanthocephala;Polymorphida;Centrorhynchidae;Centrorhynchus;Centrorhynchus milvus,Centrorhynchus milvus:2594319
ASV_843:0744a9ff6073c5fd04e40b5e10eaa1dd0f94b5ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia inconspicua,Nitzschia inconspicua:303405
ASV_844:0748b019befad1404dc3dc3f325067c82011582f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Pachyplichas;Pachyplichas yaldwyni,Pachyplichas yaldwyni:1860150
ASV_845:074ad6cfd4360bc4a5f0cfd43f8c39d5616484c1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Nemaliales;Liagoraceae;Helminthocladia;Helminthocladia hudsonii,Helminthocladia hudsonii:908973
ASV_846:0750ec8800156c9cf9cafff472b683dfd585c9e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis fusca,Ophionereis fusca:1815177
ASV_847:075143000a29056e10b79ee5bf704c54a3860b9e,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Veneroida;Pharidae;Ensis;Ensis arcuatus,Ensis arcuatus:251530
ASV_848:07554e3d085de2980845f94c948c9c8a6a74ea56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis fusca,Ophionereis fusca:1815177
ASV_849:0755e9e88edb8ec13b5123c9c01b10ae2f5f6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens,Sphenophorus incurrens:1403718
ASV_850:07578976a4ac1bc726cb6942fe5455a123b0bb86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Gelidiales;Gelidiaceae;Gelidium;Gelidium microphyllum,Gelidium microphyllum:283680
ASV_851:075c9672b10f57db2f8d5c4ac53d9ca1a07e2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;Macrophiothrix;Macrophiothrix microplax,Macrophiothrix microplax:1815096
ASV_852:076316db69b8595291776db8fc7185f6f46b23ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Xenicus;Xenicus gilviventris,Xenicus gilviventris:38635
ASV_853:0768d5c5acb1c56dc4f42100e6e87e6b77b30587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemon;Palaemon elegans,Palaemon elegans:338212
ASV_854:076a4b06c4bbbd0aded463a9597321fe4bef7c45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Tetracladium;Tetracladium;Tetracladium apiense,Tetracladium apiense:164536
ASV_855:0775624a4780fb8340ca5deb5f66ae5444b0f627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Scytothamnales;Phaeophyceae_12;Scytothamnales;Scytothamnus;Scytothamnus;Scytothamnus fasciculatus,Scytothamnus fasciculatus:64934
ASV_856:077a5c979ef1b3a33c189ec1b42f2371b8e1ea6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula toruloides,Rhodotorula toruloides:5286
ASV_857:0780db149d75b403cc03356257fb66cfa3ddf978,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea meyersii,Lachancea meyersii:300276
ASV_858:0786d931c447121ed9dd19b66a2d6fa4a413c00d,0,0,2,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Physophoridae;Physophora;Physophora hydrostatica,Physophora hydrostatica:168779
ASV_859:078d82acfb6319b13cae067fe482fa7b78d56cbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Myriogloea;Myriogloea simplex,Myriogloea simplex:185804
ASV_860:079971be9149aeede456e5075818fa4034d1269c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Polytoma;Polytoma uvella,Polytoma uvella:40532
ASV_861:079c98f3f7435bef517c9b2d7470876054a54806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Jakobidae;Jakoba;Jakoba bahamiensis,Jakoba bahamiensis:221721
ASV_862:079f398cdccc3063043b45d1f0426ae2c4ccb521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Isichthys;Isichthys henryi,Isichthys henryi:112151
ASV_863:079fa3eed5175d742d9563541d92b513819b8eb0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Leucocytozoidae;Leucocytozoon;Leucocytozoon majoris,Leucocytozoon majoris:379413
ASV_864:07a3c7dd077affdf62d0616fcaf90888f4645ab4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Lecanoromycetes;Phlyctidaceae;Phlyctidaceae;Phlyctis;Phlyctis petraea,Phlyctis petraea:2054620
ASV_865:07a560971830dd16899e5e07e3a41028ebcbe767,0,0,0,0,0,0,3,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira curviseriata,Thalassiosira curviseriata:291032
ASV_866:07a7aa3838a06c5995cb9cc0fac91213cbe7c6c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Rodentia;Heteromyidae;Dipodomys;Dipodomys nelsoni,Dipodomys nelsoni:108145
ASV_867:07a91786f2785c8fba12bacc9f3c7d0495378a82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Eukaryota;Porifera;Demospongiae;Axinellida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi,Ptilocaulis walpersi:479640
ASV_868:07b131798d85def125a65f3c4e736c42658c25da,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Pachyplichas;Pachyplichas yaldwyni,Pachyplichas yaldwyni:1860150
ASV_869:07b20443f257f92d636f6ec11bb1343600443e76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;Tetrahymena asiatica,Tetrahymena asiatica:5913
ASV_870:07b36c64522dde520a235d8e680425aa66a33a1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Goniochloridales;Eustigmatophyceae_1;Goniochloridales;Trachydiscus;Trachydiscus;Trachydiscus minutus,Trachydiscus minutus:1032745
ASV_871:07b5e19ce443e6f2d5eb07d0ec40bcb1ad440cc9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates klossii,Hylobates klossii:9587
ASV_872:07b980c883d2283d6a6d53d2049ee4669b8d31ce,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Pachyplichas;Pachyplichas yaldwyni,Pachyplichas yaldwyni:1860150
ASV_873:07c2815ae724a3b1cd06269a0833056bfee03bd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lophiiformes;Brachionichthyidae;Brachionichthys;Brachionichthys hirsutus,Brachionichthys hirsutus:412623
ASV_874:07c3f5abca0e2ecdc66a8fa6df9f68a4d6ecb27e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Columbiformes;Columbidae;Alopecoenas;Alopecoenas salamonis,Alopecoenas salamonis:1914395
ASV_875:07c5579839630ba3df306f4c67566cb2d768078a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Gastrotricha;Chaetonotida;Chaetonotida;Chaetonotidae;Lepidodermella;Lepidodermella squamata,Lepidodermella squamata:1194616
ASV_876:07d187ed2ed13d3841ec1ca9c0e2ec9dbb03f981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Phylloscopidae;Abrornis;Abrornis maculipennis,Abrornis maculipennis:56432
ASV_877:07d4a335e0375a1bc642c7b5ae7d8b46462c480c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Porifera;Calcarea;Leucosolenida;Sycettidae;Sycon;Sycon ciliatum,Sycon ciliatum:27933
ASV_878:07d7149d14c8521951806c1c14a9f714e5910cf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lophiiformes;Brachionichthyidae;Brachionichthys;Brachionichthys hirsutus,Brachionichthys hirsutus:412623
ASV_879:07d8bb9ed735c528c9a40dc5007806038d9f4e5e,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Eustigmatales;Eustigmatophyceae_2;Eustigmatales;Eustigmataceae;Vischeria;Vischeria stellata,Vischeria stellata:1104407
ASV_880:07dd468c5795134400170f8d2c46de575d0de8c9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Chromulinales;Chrysophyceae_4;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sinomuralis,Pedospumella sinomuralis:1841648
ASV_881:07ddff9e9f5e6dc230864de67e3c54581eb4dd69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Opiliones;Cladonychiidae;Erebomaster;Erebomaster acanthinus,Erebomaster acanthinus:656476
ASV_882:07e0f12167234d2d31539e97374bb2eab1cbcf70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Acanthocephala;Palaeacanthocephala;Polymorphida;Centrorhynchidae;Centrorhynchus;Centrorhynchus milvus,Centrorhynchus milvus:2594319
ASV_883:07eb9735008c0ba8e8089f0d2db54bf0d58d4901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Phortica;Phortica curvispina,Phortica curvispina:1051434
ASV_884:07ebf4662f98fd7398343be9b0a306b0353e4d84,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia alba,Nitzschia alba:2858
ASV_885:07ec58a97d93268a160c6b9c2569556816baf6da,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophionereidae;Ophionereis;Ophionereis fusca,Ophionereis fusca:1815177
ASV_886:07ec8d0a176c0238382af78c58133a314f0ba87f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula cryptocephala,Navicula cryptocephala:138538
ASV_887:07f2c1e62fb803adb4d58d634695149ccdae3d4b,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,12,0,0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,Eukaryota;Tsukubamonadida;Tsukubamonadida;Tsukubamonadida;Tsukubamonadidae;Tsukubamonas;Tsukubamonas globosa,Tsukubamonas globosa:875863
ASV_888:07f5b4c48da198aa56616844f039340c79f99662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Caloglossa;Caloglossa beccarii,Caloglossa beccarii:131038
ASV_889:07fa6225bcc5eccc7859e3928980f9db2a496737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Histionidae;Histiona;Histiona aroides,Histiona aroides:392300
ASV_890:07fc33668b22db1703a3a1945784810dd81476a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Aglaopheniidae;Aglaophenia;Aglaophenia struthionides,Aglaophenia struthionides:1769401
ASV_891:08040e8e50968864349b98ca8e3322acb17dee64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Xenicus;Xenicus gilviventris,Xenicus gilviventris:38635
ASV_892:080735fbd1146958244c6c8fd37ea67935d1043e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Opiliones;Sironidae;Siro;Siro clousi,Siro clousi:385975
ASV_893:08081cfc62a462fb39b821a19f45673207b4b36a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Sydowia;Sydowia polyspora,Sydowia polyspora:64499
ASV_894:080bf51a74b98b09ea8b699ae0c0daec370c42d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus chrysogaster,Oncorhynchus chrysogaster:648071
ASV_895:080c07549ad400acba9af59a101c75334231b1aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,2,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthizidae;Gerygone;Gerygone fusca,Gerygone fusca:117203
ASV_896:0813c589f67561ac1f8d3f3a23276c17347fb7d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia_2;Metschnikowia shivogae,Metschnikowia shivogae:353899
ASV_897:0818c62872c0db948dfb81c5ef6c58651760c0eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Amphipleuraceae;Frustulia;Frustulia vulgaris,Frustulia vulgaris:431358
ASV_898:082123d551af9ce6e60d74e03c9a59b6d721259b,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Acanthisittidae;Pachyplichas;Pachyplichas yaldwyni,Pachyplichas yaldwyni:1860150
ASV_899:0828c65e96b4b3ef5ced099854756fd8e9ea4cc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Phaffia;Phaffia rhodozyma,Phaffia rhodozyma:264483
ASV_900:082ada08ef7f605d56e4ad5d4c11e623f887dcb4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Histionidae;Histiona;Histiona aroides,Histiona aroides:392300
ASV_901:082e8b12890507b1e78c68020a1648e366141d55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae_7;Laminariales;Laminariaceae;Laminaria;Laminaria digitata,Laminaria digitata:80365
ASV_902:08317968658510ad73fdac93e514c86bed317663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Turdidae;Turdus;Turdus eunomus,Turdus eunomus:1562130
ASV_903:083a353fecde245803783bca36bb0bae305bdee8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Geometridae;Heterusia;Heterusia quadruplicaria,Heterusia quadruplicaria:1914558
ASV_905:08402363d4a799499f37560af2bba81c1c4c39db,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lophiiformes;Brachionichthyidae;Brachionichthys;Brachionichthys hirsutus,Brachionichthys hirsutus:412623
ASV_906:084025f2a760f3e8c237638fd98e7de00ea76e91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Eukaryota;Nemertea;Palaeonemertea;Cephalothricidae;Cephalothricidae;Cephalothrix;Cephalothrix rufifrons,Cephalothrix rufifrons:166042
