EventID,MaterialSampleID,Gene_COI,Gene_COI_negative_control,Gene_COI_demultiplexed,Gene_COI_comment,Gene_ITS,Gene_ITS_negative_control,Gene_ITS_demultiplexed,Gene_ITS_comment,Gene_18S,Gene_18S_negative_control,Gene_18S_demultiplexed,Gene_18S_comment,OriginalSampleID,ReplicateMaterialSampleID,SequencingRunRepeat,SequencingRunComment
ARMS_TZS_Angbat_20200608_20201117,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH,ERR7125501,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125502,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125500,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_ANG_200608-201117_MF100_ETOH,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_r1,first sequencing run,
ARMS_TZS_Angbat_20200608_20201117,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH,ERR7125504,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125505,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125503,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_ANG_200608-201117_MF500_ETOH,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_r1,first sequencing run,
ARMS_TZS_Angbat_20200608_20201117,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH,ERR7125507,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125508,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125506,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_ANG_200608-201117_SF40_ETOH_A,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_r1,first sequencing run,
ARMS_TZS_Angbat_20210608_20211124,ARMS_TZS_Angbat_20210608_20211124_MF100,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_ANG_210608-211124_MF100_DMSO_(A-B),ARMS_TZS_Angbat_20210608_20211124_MF100_r1,first sequencing run,
ARMS_TZS_Angbat_20210608_20211124,ARMS_TZS_Angbat_20210608_20211124_MF500,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_ANG_210608-211124_MF500_DMSO_(A-B),ARMS_TZS_Angbat_20210608_20211124_MF500_r1,first sequencing run,
ARMS_TZS_Angbat_20210608_20211124,ARMS_TZS_Angbat_20210608_20211124_SF40,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_ANG_210608-211124_PSF40_DMSO_(A-C),ARMS_TZS_Angbat_20210608_20211124_SF40_r1,first sequencing run,
ARMS_TZS_Angbat_20210609_20220630,ARMS_TZS_Angbat_20210609_20220630_MF100_ETOH,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_ANG_210609-300622_MF100_ETOH_(A-B),ARMS_TZS_Angbat_20210609_20220630_MF100_ETOH_r1,first sequencing run,
ARMS_TZS_Angbat_20210609_20220630,ARMS_TZS_Angbat_20210609_20220630_MF500_ETOH,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_ANG_210609-300622_MF500_ETOH_A,ARMS_TZS_Angbat_20210609_20220630_MF500_ETOH_r1,first sequencing run,
ARMS_TZS_Angbat_20210609_20220630,ARMS_TZS_Angbat_20210609_20220630_SF40_ETOH,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_ANG_210609-300622_SF40_ETOH_(A-B),ARMS_TZS_Angbat_20210609_20220630_SF40_ETOH_r1,first sequencing run,
ARMS_TZS_Kummelkobben_20200608_20201120,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH,ERR7125510,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125511,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125509,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_KUMM_200608-201120_MF100_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_r1,first sequencing run,
ARMS_TZS_Kummelkobben_20200608_20201120,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH,ERR7125513,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125514,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125512,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_KUMM_200608-201120_MF500_ETOH,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_r1,first sequencing run,
ARMS_TZS_Kummelkobben_20200608_20201120,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH,ERR7125516,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7125517,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7125515,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_KUMM_200608-201120_SF40_ETOH_A,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_r1,first sequencing run,
ARMS_TZS_Kummelkobben_20210608_20211122,ARMS_TZS_Kummelkobben_20210608_20211122_SF40,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_KUMM_210608-211122_PSF_DMSO,ARMS_TZS_Kummelkobben_20210608_20211122_SF40_r1,first sequencing run,
ARMS_TZS_Kummelkobben_20210609_20220622,ARMS_TZS_Kummelkobben_20210609_20220622_MF100_ETOH,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_KUMM_210609_220622_MF100_ETOH,ARMS_TZS_Kummelkobben_20210609_20220622_MF100_ETOH_r1,first sequencing run,
ARMS_TZS_Kummelkobben_20210609_20220622,ARMS_TZS_Kummelkobben_20210609_20220622_MF500_ETOH,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_KUMM_210609_220622_MF500_ETOH,ARMS_TZS_Kummelkobben_20210609_20220622_MF500_ETOH_r1,first sequencing run,
ARMS_TZS_Kummelkobben_20210609_20220622,ARMS_TZS_Kummelkobben_20210609_20220622_SF40_ETOH,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_KUMM_210609_220622_SF40_ETOH_A,ARMS_TZS_Kummelkobben_20210609_20220622_SF40_ETOH_r1,first sequencing run,
ARMS_TZS_Kummelkoben_20210608_20211122,ARMS_TZS_Kummelkobben_20210608_20211122_MF100,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_KUMM_210608-211122_MF100_DMSO,ARMS_TZS_Kummelkobben_20210608_20211122_MF100_r1,first sequencing run,
ARMS_TZS_Kummelkoben_20210608_20211122,ARMS_TZS_Kummelkobben_20210608_20211122_MF500,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_KUMM_210608-211122_MF500_DMSO,ARMS_TZS_Kummelkobben_20210608_20211122_MF500_r1,first sequencing run,
ARMS_TZS_Spikarna_20180711_20181107,ARMS_TZS_Spikarna_20180711_20181107_MF100_ETOH,ERR7125524,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125520,ERR7125581,MiSeq (indices),none,SPI-MF100-ETOH (37),ARMS_TZS_Spikarna_20180711_20181107_MF100_ETOH_r1,first sequencing run,
ARMS_TZS_Spikarna_20180711_20181107,ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH,ERR4018732,ERR4018737,MiSeq (indices),none,ERR4018730,ERR4018475,MiSeq (indices),none,ERR4605224,ERR4605902,MiSeq (indices) / cutadapt (primers),none,SPI-MF500-ETOH (36),ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH_r1,first sequencing run,
ARMS_TZS_Spikarna_20180711_20181107,ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH,ERR7125525,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125521,ERR7125581,MiSeq (indices),none,SPI-PSF-ETOH (104-106),ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH_r1,first sequencing run,
ARMS_TZS_Spikarna_20200608_20201118,ARMS_TZS_Spikarna_20200608_20201118_MF100_ETOH,ERR12541461,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541363,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_SPIK_200608-201119_MF100_ETOH,ARMS_TZS_Spikarna_20200608_20201118_MF100_ETOH_r1,first sequencing run,
ARMS_TZS_Spikarna_20200608_20201118,ARMS_TZS_Spikarna_20200608_20201118_MF500_ETOH,ERR12541462,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541364,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_SPIK_200608-201119_MF500_ETOH,ARMS_TZS_Spikarna_20200608_20201118_MF500_ETOH_r1,first sequencing run,
ARMS_TZS_Spikarna_20200608_20201118,ARMS_TZS_Spikarna_20200608_20201118_SF40_ETOH,ERR12541463,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541365,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_TZS_SPIK_200608-201119_SF40_ETOH_A,ARMS_TZS_Spikarna_20200608_20201118_SF40_ETOH_r1,first sequencing run,
ARMS_TZS_Spikarna_20210607_20211122,ARMS_TZS_Spikarna_20210607_20211122_MF100,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_SPIK_210607-211122_MF100_DMSO,ARMS_TZS_Spikarna_20210607_20211122_MF100_r1,first sequencing run,
ARMS_TZS_Spikarna_20210607_20211122,ARMS_TZS_Spikarna_20210607_20211122_MF500,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_SPIK_210607-211122_MF500_DMSO,ARMS_TZS_Spikarna_20210607_20211122_MF500_r1,first sequencing run,
ARMS_TZS_Spikarna_20210607_20211122,ARMS_TZS_Spikarna_20210607_20211122_SF40,none,none,none,none,none,none,none,discontinued,none,none,none,none,ARMS_TZS_SPIK_210607-211122_PSF40_DMSO_(A-B),ARMS_TZS_Spikarna_20210607_20211122_SF40_r1,first sequencing run,
ARMS_Vigo_TorallaA_20180607_20180924,ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH,ERR7127712,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127701,ERR7125581,MiSeq (indices),none,JT1-MF100-ETOH,ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH_r1,first sequencing run,
ARMS_Vigo_TorallaA_20180607_20180924,ARMS_Vigo_TorallaA_20180607_20180924_MF500_ETOH,ERR7127713,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127702,ERR7125581,MiSeq (indices),none,JT1-MF500-ETOH,ARMS_Vigo_TorallaA_20180607_20180924_MF500_ETOH_r1,first sequencing run,
ARMS_Vigo_TorallaA_20180607_20180924,ARMS_Vigo_TorallaA_20180607_20180924_SF40_ETOH,ERR4018703,ERR4018737,MiSeq (indices),none,ERR4018702,ERR4018475,MiSeq (indices),none,ERR4605223,ERR4605902,MiSeq (indices) / cutadapt (primers),none,JT1-SF40-ETOH,ARMS_Vigo_TorallaA_20180607_20180924_SF40_ETOH_r1,first sequencing run,
ARMS_Vigo_TorallaA_20190625_20191014,ARMS_Vigo_TorallaA_20190625_20191014_MF100,ERR4018716,ERR4018471,MiSeq (indices),none,ERR4018710,ERR4018473,MiSeq (indices),none,ERR4018704 ,ERR4018472,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,JTBL_A_MF100,ARMS_Vigo_TorallaA_20190625_20191014_MF100_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Vigo_TorallaA_20190625_20191014,ARMS_Vigo_TorallaA_20190625_20191014_MF100,none,none,none,no successful amplification,none,none,none,discontinued,none,none,none,no successful amplification,JTBL_A_MF100,ARMS_Vigo_TorallaA_20190625_20191014_MF100_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Vigo_TorallaA_20190625_20191014,ARMS_Vigo_TorallaA_20190625_20191014_MF500,ERR12541478,ERR12541481,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541380,ERR12541383,MiSeq (indices) / cutadapt (primers),none,JTBL_A_MF500,ARMS_Vigo_TorallaA_20190625_20191014_MF500_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Vigo_TorallaA_20190625_20191014,ARMS_Vigo_TorallaA_20190625_20191014_MF500,ERR4018717,ERR4018471,MiSeq (indices),none,ERR4018711,ERR4018473,MiSeq (indices),none,ERR4018705 ,ERR4018472,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,JTBL_A_MF500,ARMS_Vigo_TorallaA_20190625_20191014_MF500_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Vigo_TorallaA_20190625_20191014,ARMS_Vigo_TorallaA_20190625_20191014_SF40,ERR7127691,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127692,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127690,ERR7125533,MiSeq (indices) / cutadapt (primers),none,JTBL_A-SF40,ARMS_Vigo_TorallaA_20190625_20191014_SF40_r1,first sequencing run,
ARMS_Vigo_TorallaA_20200706_20201006,ARMS_Vigo_TorallaA_20200706_20201006_MF100,none,none,none,no successful amplification,none,none,none,discontinued,none,none,none,no successful amplification,2020_Toralla_JTBL_1,ARMS_Vigo_TorallaA_20200706_20201006_MF100_r1,first sequencing run,
ARMS_Vigo_TorallaA_20200706_20201006,ARMS_Vigo_TorallaA_20200706_20201006_MF500,ERR12541464,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541366,ERR12541384,MiSeq (indices) / cutadapt (primers),none,2020_Toralla_JTBL_1,ARMS_Vigo_TorallaA_20200706_20201006_MF500_r1,first sequencing run,
ARMS_Vigo_TorallaA_20200706_20201006,ARMS_Vigo_TorallaA_20200706_20201006_SF40,ERR12541465,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541367,ERR12541384,MiSeq (indices) / cutadapt (primers),none,2020_Toralla_JTBL_1,ARMS_Vigo_TorallaA_20200706_20201006_SF40_r1,first sequencing run,
ARMS_Vigo_TorallaB_20190625_20191014,ARMS_Vigo_TorallaB_20190625_20191014_MF100,ERR4018718,ERR4018471,MiSeq (indices),none,ERR4018712,ERR4018473,MiSeq (indices),none,ERR4018706,ERR4018472,MiSeq (indices),none,JTBL_B_MF100,ARMS_Vigo_TorallaB_20190625_20191014_MF100_r1,first sequencing run, 
ARMS_Vigo_TorallaB_20190625_20191014,ARMS_Vigo_TorallaB_20190625_20191014_MF500,ERR12541479,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541381,ERR12541384,MiSeq (indices) / cutadapt (primers),none,JTBL_B_MF500,ARMS_Vigo_TorallaB_20190625_20191014_MF500_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Vigo_TorallaB_20190625_20191014,ARMS_Vigo_TorallaB_20190625_20191014_MF500,ERR4018719,ERR4018471,MiSeq (indices),none,ERR4018713,ERR4018473,MiSeq (indices),none,ERR4018707 ,ERR4018472,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,JTBL_B_MF500,ARMS_Vigo_TorallaB_20190625_20191014_MF500_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Vigo_TorallaB_20190625_20191014,ARMS_Vigo_TorallaB_20190625_20191014_SF40,ERR7127714,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127703,ERR7125581,MiSeq (indices),none,JTBL_B-SF40,ARMS_Vigo_TorallaB_20190625_20191014_SF40_r1,first sequencing run,
ARMS_Vigo_TorallaB_20200706_20201006,ARMS_Vigo_TorallaB_20200706_20201006_MF100,ERR12541466,ERR12541482,MiSeq (indices) / cutadapt (primers),no successful amplification & unsuccessful sequencing: no OTUs/ASVs,none,none,none,discontinued,ERR12541368,ERR12541384,MiSeq (indices) / cutadapt (primers),none,2020_Toralla_JTBL_2,ARMS_Vigo_TorallaB_20200706_20201006_MF100_r1,first sequencing run,
ARMS_Vigo_TorallaB_20200706_20201006,ARMS_Vigo_TorallaB_20200706_20201006_MF500,ERR12541467,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541369,ERR12541384,MiSeq (indices) / cutadapt (primers),none,2020_Toralla_JTBL_2,ARMS_Vigo_TorallaB_20200706_20201006_MF500_r1,first sequencing run,
ARMS_Vigo_TorallaB_20200706_20201006,ARMS_Vigo_TorallaB_20200706_20201006_SF40,ERR12541468,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541370,ERR12541384,MiSeq (indices) / cutadapt (primers),none,2020_Toralla_JTBL_2,ARMS_Vigo_TorallaB_20200706_20201006_SF40_r1,first sequencing run,
ARMS_Vigo_TorallaC_20190625_20191014,ARMS_Vigo_TorallaC_20190625_20191014_MF100,ERR4018720,ERR4018471,MiSeq (indices),none,ERR4018714,ERR4018473,MiSeq (indices),none,ERR4018708,ERR4018472,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,JTBL_C_MF100,ARMS_Vigo_TorallaC_20190625_20191014_MF100_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Vigo_TorallaC_20190625_20191014,ARMS_Vigo_TorallaC_20190625_20191014_MF100,none,none,none,no successful amplification,none,none,none,discontinued,none,none,none,no successful amplification,JTBL_C_MF100,ARMS_Vigo_TorallaC_20190625_20191014_MF100_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Vigo_TorallaC_20190625_20191014,ARMS_Vigo_TorallaC_20190625_20191014_MF500,ERR12541480,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541382,ERR12541384,MiSeq (indices) / cutadapt (primers),none,JTBL_C_MF500,ARMS_Vigo_TorallaC_20190625_20191014_MF500_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Vigo_TorallaC_20190625_20191014,ARMS_Vigo_TorallaC_20190625_20191014_MF500,ERR4018721,ERR4018471,MiSeq (indices),none,ERR4018715,ERR4018473,MiSeq (indices),none,ERR4018709 ,ERR4018472,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,JTBL_C_MF500,ARMS_Vigo_TorallaC_20190625_20191014_MF500_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Vigo_TorallaC_20190625_20191014,ARMS_Vigo_TorallaC_20190625_20191014_SF40,ERR9632095,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632080,ERR9632062,MiSeq (indices),none,JTBL_C-SF40,ARMS_Vigo_TorallaC_20190625_20191014_SF40_r1,first sequencing run,
ARMS_Vigo_TorallaC_20200706_20201006,ARMS_Vigo_TorallaC_20200706_20201006_MF100,none,none,none,no successful amplification,none,none,none,discontinued,none,none,none,no successful amplification,2020_Toralla_JTBL_3,ARMS_Vigo_TorallaC_20200706_20201006_MF100_r1,first sequencing run,
ARMS_Vigo_TorallaC_20200706_20201006,ARMS_Vigo_TorallaC_20200706_20201006_MF500,ERR12541469,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541371,ERR12541384,MiSeq (indices) / cutadapt (primers),none,2020_Toralla_JTBL_3,ARMS_Vigo_TorallaC_20200706_20201006_MF500_r1,first sequencing run,
ARMS_Vigo_TorallaC_20200706_20201006,ARMS_Vigo_TorallaC_20200706_20201006_SF40,ERR12541470,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541372,ERR12541384,MiSeq (indices) / cutadapt (primers),none,2020_Toralla_JTBL_3,ARMS_Vigo_TorallaC_20200706_20201006_SF40_r1,first sequencing run,
